"","Fund_Name","Fund_Manager","Fund_Contact","Fund_Contact_Telephone","Fund_Type","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date"
"724","Hawkeye Partners Scout Fund 2","Hawkeye Partners","Claudia Faust","512-628-4000","Fund of Funds","$1,000,000,000 ","","","13-15","13","Seed Capital","United States","1/11/11"
"725","Metropolitan Real Estate Partners Distressed Strategies Fund 2","Metropolitan Real Estate Equity","Jeff Gardner","212-812-4945","Fund of Funds","$150,000,000 ","$20,000,000 ","","13-15","13","Office","United States","1/11/11"
"726","Metropolitan Real Estate Partners 7","Metropolitan Real Estate Equity","Jeff Gardner","212-812-4945","Fund of Funds","$200,000,000 ","$54,000,000 ","","13-15","13","Office","United States","1/11/11"
"727","Conundrum Maple Leaf Real Estate","Conundrum Capital","Jason Currie","416-814-4414","Value Add","$410,384,000 ","$87,206,600 ","","13-15","13","Multifamily","United States","1/11/11"
"728","W3 Partners Value-add Fund","W3 Partners","Diane Olmstead","415-221-0800","Value Add","$200,000,000 ","$100,000,000 ","","13-15","13","Distressed","Canada","1/11/11"
"729","Fcp Realty Fund 2","Federal Capital Partners","Esko Korhonen","202-386-7160","Value Add","$500,000,000 ","$122,500,000 ","","13-15","13","Multifamily, Office","California, Northwestern United States","1/11/11"
"730","Cerberus Institutional Real Estate Partners 2","Cerberus Real Estate Capital","Paul Fox, Ronald Kravit","212-891-2100","High Yield Debt","$1,250,000,000 ","$1,250,000,000 ","$375,000,000 ","13-16","13","Office, Lodging","Eastern United States, Washington D.C.","1/11/11"
"731","De La Rosa/mjw Real Estate Debt Partners","De La Rosa Co.","Anand Kapadia","310-207-1975","High Yield Debt","$300,000,000 ","","","13-16","13","Distressed","United States","1/11/11"
"732","Crocker Partners 5","Crocker Partners","Angelo Bianco","561-447-1810","Value Add","$400,000,000 ","","","13-16","13","Office","Western United States","1/11/11"
"733","Imt Capital Fund 2","IMT Capital","Michael Browne","818-784-4700","Value Add","$400,000,000 ","$125,000,000 ","","13-16","13","Multifamily","Texas","1/11/11"
"734","Avalonbay Value-added Fund 2","AvalonBay Communities","Sean Breslin","703-329-6300","Value Add","$400,000,000 ","$400,000,000 ","$240,000,000 ","14+","14+","Multifamily","United States","1/11/11"
"735","Hines European Development Fund 2","Hines","Mark Sears","44-207-292-1900","Value Add","$891,371,900 ","$891,371,900 ","$238,778,398 ","14+","14+","Office","United States","1/11/11"
"736","Hampshire Partners Fund 8","Hampshire Cos.","James Hanson","973-734-4242","Value Add","$350,000,000 ","$350,000,000 ","","14+","14+","Office","Europe","1/11/11"
"737","Greystar Equity Partners 7","Greystar Real Estate","Derek Ramsey","843-579-3209","Value Add","$500,000,000 ","$400,000,000 ","","14+","14+","Multifamily","Northeastern United States","1/11/11"
"738","Alpha Asia Macro Trends Fund","Alpha Investment","Loh Chin Hua","656-433-7702","Value Add","$1,200,000,000 ","$1,200,000,000 ","$400,000,000 ","14-16","14","Office","United States","1/11/11"
"739","Community Reinvestment Partners 2","Forge Capital Partners","Caetie Berger","813-574-6770","Value Add","$90,000,000 ","$90,000,000 ","$45,000,000 ","14-16","14","Retail","Asia","1/11/11"
"740","G4 Capital Partners Fund 2","G4 Capital","Jason Behfarin","516-931-0095","High Yield Debt","$150,000,000 ","","","14-16","14","Mortgages","Southeastern United States","1/11/11"
"741","Longbow Uk Real Estate Debt Fund 2","Longbow Real Estate Capital","Kevin Cooper, Martin Wheeler","44-207-529-2660","High Yield Debt","$275,540,000 ","","","14-16","14","Mezzanine Loans, Preferred Equity","United States","1/11/11"
"742","Jmi Realty Partners 4","JMI Realty","Gregory Clay","512-539-3600","Value Add","$300,000,000 ","","","14-16","14","Lodging","England","1/11/11"
"743","Institutional Net Lease Fund 2010","U.S. Realty Advisors","Richard Ader","212-581-4540","Value Add","$300,000,000 ","","","14-16","14","Office","Western United States","1/11/11"
"744","Exeter Industrial Value Fund 2","Exeter Property","Ward Fitzgerald","610-348-3055","Value Add","$500,000,000 ","","","14-16","14","Industrial","United States","1/11/11"
"745","Bloomfield Institutional Opportunity Fund 1","Bloomfield Capital","Erik Stamell","248-745-1700","High Yield Debt","$100,000,000 ","$10,000,000 ","","14-16","14","Mortgages","Eastern United States","1/11/11"
"746","Hudson Realty Capital Fund 5","Hudson Realty Capital","Spencer Garfield","212-532-3553","High Yield Debt","$300,000,000 ","$200,000,000 ","","14-16","14","Mezzanine Loans","United States","1/11/11"
"747","Tribeca Opportunity Fund","Tribeca Cos.","William Faidi","415-834-1430","Opportunity","$100,000,000 ","","","14-18","14","Multifamily, Retail","United States","1/11/11"
"748","Jbc Opportunity Fund 4","John Buck Co.","Charles Beaver","312-993-9800","Opportunity","$350,000,000 ","$75,000,000 ","","14-18","14","Office, Development","Western United States, San Francisco","1/11/11"
"749","Bristol Value 2","Bristol Group","Jim Curtis","415-398-1022","Opportunity","$250,000,000 ","$100,000,000 ","","14-18","14","Office","United States","1/11/11"
"750","Area Real Estate Fund 6","AREA Property","Richard Mack, John Jacobsson","212-515-3400","Opportunity","$1,000,000,000 ","$550,000,000 ","","14-18","14","Office, Multifamily","United States","1/11/11"
"751","Rockpoint Real Estate Fund 3","Rockpoint Group","Keith Gelb","617-530-3971","Value Add","$2,518,000,000 ","$2,518,000,000 ","$1,850,000,000 ","15+","15+","Office","United States","1/11/11"
"752","Five Mile Capital Structured Income Fund 2","Five Mile Capital","Jim Glasgow","203-905-0950","High Yield Debt","$1,530,400,000 ","$1,530,400,000 ","$1,000,000,000 ","15+","15+","Office, Retail","United States, Asia","1/11/11"
"753","Torchlight Debt Opportunity Fund 3","Torchlight Investors","Daniel Heflin","212-883-2551","High Yield Debt","$765,000,000 ","$765,000,000 ","$523,000,000 ","15+","15+","Office","United States","1/11/11"
"754","Square Mile Partners 3","Square Mile Capital","Jeffrey Citrin","212-605-1000","High Yield Debt","$806,000,000 ","$806,000,000 ","$450,000,000 ","15+","15+","Mortgages","United States","1/11/11"
"755","Capri Urban Investors","Capri Capital","Quintin Primo","312-573-5266","Value Add","$538,000,000 ","$538,000,000 ","$400,000,000 ","15+","15+","Office","United States","1/11/11"
"756","Ct Opportunity Partners Fund 1","Capital Trust","Brian Vanderwaag","212-655-0239","High Yield Debt","$540,000,000 ","$540,000,000 ","$216,000,000 ","15+","15+","Office","United States","1/11/11"
"757","Lasalle Mexico Fund 1","LaSalle Investment","Eduardo Guernez","52-55-5980-8071","Value Add","$300,000,000 ","$300,000,000 ","$150,000,000 ","15+","15+","Office","United States","1/11/11"
"758","Noble Hospitality Fund","Noble Investment","Rodney Williams","404-262-9660","Value Add","$310,000,000 ","$310,000,000 ","$150,000,000 ","15+","15+","Lodging","Mexico","1/11/11"
"759","Frogmore Real Estate Partners Fund 2","Frogmore Property","Paul White","44-207-016-6038","Value Add","$326,966,700 ","$326,966,700 ","$137,124,897 ","15+","15+","Office","United States","1/11/11"
"760","Aslan Realty Partners 4","Transwestern Investment","Dan Deuter","312-499-1927","Value Add","$440,000,000 ","$440,000,000 ","$125,000,000 ","15+","15+","Office, Retail","England","1/11/11"
"761","Workforce Housing Fund 1","Crossbeam Capital","Rich Devaney","240-223-0822","Value Add","$145,000,000 ","$145,000,000 ","$62,000,000 ","15+","15+","Multifamily","United States","1/11/11"
"762","Ei Fund 5","Equity International","Jonathan Lulu","312-466-4046","Value Add","$500,000,000 ","$297,000,000 ","$58,000,000 ","15+","15+","Office","United States","1/11/11"
"763","Sveafastigheter Fund 3","Sveafastigheter","Patrick Gylling","358-40-542-6397","Value Add","$551,080,000 ","$551,080,000 ","$52,964,211 ","15+","15+","Office","Brazil","1/11/11"
"764","Sterling Stamos Real Assets 2","Sterling Stamos Capital","David Hood","650-233-5023","Fund of Funds","$125,000,000 ","$125,000,000 ","$50,000,000 ","15+","15+","Office, Multifamily, Retail","Sweden, Finland, Baltic States","1/11/11"
"765","Stoltz Real Estate Partners 3","Stoltz Real Estate","Brad Coburn","703-625-0009","Value Add","$152,300,000 ","$152,300,000 ","$35,000,000 ","15+","15+","Office","United States","1/11/11"
"766","Magellan Industrial Fund","Magellan Group","Martin Slusser","310-277-8337","Value Add","$50,000,000 ","$25,000,000 ","$5,000,000 ","15+","15+","Industrial","United States","1/11/11"
"767","Stoneforge Advisors Fund 1","Stoneforge Advisors","David Steinwedell","512-592-9906","Value Add","$100,000,000 ","","","15+","15+","Office","Southern California","1/11/11"
"768","Griffith Properties Fund 3","Griffith Properties","J. Brad Griffith","617-451-2604","Value Add","$100,000,000 ","","","15+","15+","Office","Southwestern United States","1/11/11"
"769","Northlight Real Estate Opportunity Fund 1","Northlight Financial","Chris Jahrmarkt","212-247-3330","High Yield Debt","$200,000,000 ","","","15+","15+","Office, Multifamily, Retail, Lodging, Self Storage, Land, Industrial, Distressed, Mezzanine Loans, Preferred Equity","Northeastern United States, New York City, Boston, Eastern United States, Washington D.C., Philadelphia, New York City, Boston, Boston, Baltimore","1/11/11"
"770","Townsquare Real Estate Alpha Fund","Penn Square Real Estate","Jon Albro","610-745-4861","Fund of Funds","$300,000,000 ","","","15+","15+","Office","United States","1/11/11"
"771","Avanti Strategic Land Investors 7","Avanti Investment","Marvin Shapiro","407-628-8488","Value Add","$350,000,000 ","","","15+","15+","Land","United States","1/11/11"
"772","Pimco Bank Recapitalization And Value Opportunities Fund","Pimco","Daniel Ivascyn","949-720-6218","High Yield Debt","$1,500,000,000 ","","","15+","15+","Mezzanine Loans, Preferred Equity","Southwestern United States, Western United States","1/11/11"
"773","Rockpoint Real Estate Fund 4","Rockpoint Group","Keith Gelb","617-530-3971","Value Add","$2,500,000,000 ","","","15+","15+","Office","United States","1/11/11"
"774","Verdis Real Assets Fund 2","Verdis Investment","Jamie Biddle","610-397-1600","Fund of Funds","$50,000,000 ","$26,600,000 ","","15+","15+","Office","United States","1/11/11"
"775","Valeo Real Estate Fund","Valeo Fund","Michael Lewis","214-702-0225","Value Add","$150,000,000 ","$30,000,000 ","","15+","15+","Office","United States","1/11/11"
"776","Tnp/sli Green Building Fund","Thompson National Properties, Shangri-La Industries","C.J. Osbrink","949-833-8252Â ","Value Add","$100,000,000 ","$10,000,000 ","$10,000,000 ","15+","15+","Office, Industrial","Southeastern United States, California","1/11/11"
"777","Rose Smart Growth Fund 2","Jonathan Rose Cos.","Wendy Rowden","917-542-3612","Value Add","$200,000,000 ","","","15+","15+","Office","United States","1/11/11"
"778","Lba Realty Fund 4","LBA Realty","David Thomas","858-824-2101","Value Add","$750,000,000 ","$750,000,000 ","$300,000,000 ","15-16","15","Office","United States","1/11/11"
"779","Redwood Japan Logistics Fund","Redwood Group","Stuart Gibson, Charles De Portes","65-6-232-2110","Value Add","$400,000,000 ","","","15-16","15","Industrial","Western United States, Los Angeles","1/11/11"
"780","Beacon Capital Strategic Partners 6","Beacon Capital","Jeff Brown","617-457-0411","Opportunity","$2,500,000,000 ","$2,500,000,000 ","$200,000,000 ","15-17","15","Office","Japan","1/11/11"
"781","Dune Real Estate Fund 2","Dune Real Estate","Greg Rush","212-301-8336","Opportunity","$800,000,000 ","$800,000,000 ","$100,000,000 ","15-17","15","Office, Multifamily","United States, Europe","1/11/11"
"782","R.E. Distress","Hayden Properties Capital Investments","Sean Lyell","503-697-3188","Opportunity","$200,000,000 ","","","15-17","15","Multifamily","United States","1/11/11"
"783","Residential Property Fund","ChrisKen Cos.","Jack Kennedy","312-454-1626","Opportunity","$200,000,000 ","","","15-17","15","Multifamily","Southeastern United States, Western United States","1/11/11"
"784","Murray Hill Manhattan Office Fund","Murray Hill Properties","Norman Sturner","212-944-4747","Opportunity","$600,000,000 ","","","15-17","15","Office","United States","1/11/11"
"785","Greenfield Acquisition Partners 6","Greenfield Partners","Eugene Gorab","203-354-5000","Opportunity","$1,000,000,000 ","","","15-17","15","Office","New York City","1/11/11"
"786","Contrarian Distressed Real Estate Debt Fund 2","Contrarian Capital","Brett Rowland","203-862-8239","High Yield Debt","$350,000,000 ","$127,000,000 ","","15-17","15","Distressed","United States","1/11/11"
"787","Savanna Real Estate Fund 2","Savanna","Kevin Chisholm, Chris Schlank","212-229-0101","Opportunity","$300,000,000 ","$133,400,000 ","","15-17","15","Office, Multifamily","United States","1/11/11"
"788","Bv Student Housing Fund 2","Blue Vista Capital","Peter Stelian","312-324-6060","Opportunity","$300,000,000 ","$150,000,000 ","","15-17","15","Student Housing","Northeastern United States","1/11/11"
"789","Whitehall Street International Real Estate Fund 2008","Goldman Sachs","Alan Kava","212-902-1000","Opportunity","$2,142,000,000 ","$2,142,000,000 ","$701,000,000 ","15-18","15","Office","United States","1/11/11"
"790","Charles River Institutional Fund 1","Charles River Realty Investors","Brian Clancy","617-559-5063","Opportunity","$200,000,000 ","$200,000,000 ","$84,000,000 ","15-18","15","Office","United States","1/11/11"
"791","Harbert Real Estate Fund 4","Harbert Management","Alan Fuller","205-987-5639","Opportunity","$250,000,000 ","$100,000,000 ","$80,000,000 ","15-18","15","Office, Industrial","Northeastern United States, Boston","1/11/11"
"792","Marathon Real Estate Lending And Distressed Debt Program","Marathon Asset Management","Scott Schwartz, Ron Bernstein","212-500-3000","High Yield Debt","$500,000,000 ","$125,000,000 ","$62,000,000 ","15-18","15","Mortgages, Mezzanine Loans","United States","1/11/11"
"793","Prescott Net Lease Properties","Prescott Group","Susan Stupin","212-956-2100","Opportunity","$200,000,000 ","$50,000,000 ","$20,000,000 ","15-18","15","Office","United States","1/11/11"
"794","Sterling Major Market Retail Income Fund","Sterling Organization","Brian Kosoy","561-835-1810","Opportunity","$100,000,000 ","","","15-18","15","Retail","United States","1/11/11"
"795","Admiral Capital Real Estate Fund","USAA Real Estate","Bruce Petersen","210-641-8408","Opportunity","$200,000,000 ","","","15-18","15","Office","United States","1/11/11"
"796","Pla Industrial Fund 4","Prudential Real Estate Investors","Roberto Ordorica","305-379-7806","Opportunity","$350,000,000 ","","","15-18","15","Industrial","United States","1/11/11"
"797","Phillips Edison Strategic Investment Fund 2","Phillips Edison & Co.","David Birdsall","503-702-4391","Opportunity","$100,000,000 ","$25,000,000 ","","15-18","15","Retail","Brazil","1/11/11"
"798","Niam Nordic Fund 5","Niam AB","Fredrik Jonsson","46-70-844-3023","Opportunity","$826,620,000 ","$171,995,334 ","","15-18","15","Office","United States","1/11/11"
"799","Virtus Self Storage Investment 4","Virtus Real Estate","Amber Hagopian","512-891-1200","Opportunity","$100,000,000 ","$11,000,000 ","","15-19","15","Self Storage","Denmark, Latvia, Lithuania, Estonia","1/11/11"
"800","Clairvue Capital Partners 1","Clairvue Capital","Jeffrey Giller","415-318-7981","Opportunity","$250,000,000 ","$250,000,000 ","$100,000,000 ","15-20","15","Office","United States","1/11/11"
"801","Rainier Net Lease Retail Investors","Rainier Capital","Biff Mcguire","817-348-8748","Opportunity","$50,000,000 ","","","15-20","15","Retail","United States","1/11/11"
"802","Lbg Western Retail Property Fund","LBG Realty","Leslie Lundin","925-254-1724","Opportunity","$250,000,000 ","","","15-20","15","Retail","United States","1/11/11"
"803","Sponsor Fund","Halpern Real Estate Ventures","Jon Halpern","212-883-8268","Opportunity","$50,000,000 ","","","16+","16+","Multifamily, Lodging","Western United States, Los Angeles","1/11/11"
"804","Benson Elliot Real Estate Partners 3","Benson Elliot Capital","Trish Barrigan","44-207-808-8907","Opportunity","$695,738,500 ","$695,738,500 ","","16+","16+","Office","New York City","1/11/11"
"805","Canyon Johnson Urban Fund 3","Canyon Capital Realty","Bobby Turner","310-247-2700","Opportunity","$1,000,000,000 ","$1,000,000,000 ","$332,000,000 ","16-18","16","Multifamily","Europe","1/11/11"
"806","Aew Partners 6","AEW Capital","Marc Davidson","617-261-9287","Opportunity","$424,000,000 ","$424,000,000 ","$175,000,000 ","16-18","16","Office","United States","1/11/11"
"807","Landmark Real Estate Fund 6","Landmark Partners","Jamie Sunday","617-556-3918","Opportunity","$750,000,000 ","$570,000,000 ","$130,000,000 ","16-18","16","Secondary Stakes","United States","1/11/11"
"808","Clarion Development Ventures 3","ING Clarion","Richard Schaupp","212-883-2716","Opportunity","$202,000,000 ","$202,000,000 ","$106,000,000 ","16-18","16","Office, Multifamily","United States","1/11/11"
"809","Rockbridge Hospitality Fund 4","RockBridge Capital","James Merkel","614-246-2505","High Yield Debt","$160,000,000 ","$160,000,000 ","$55,000,000 ","16-18","16","Mezzanine Loans, Preferred Equity","United States","1/11/11"
"810","Wakefield Capital Partners Seniors Housing Real Estate Fund","Wakefield Capital","Edward Nordberg","301-941-1660","Opportunity","$300,000,000 ","","","16-18","16","Medical Office","United States","1/11/11"
"811","Northland Fund 4","Northland Investment","Steven Rosenthal","617-965-7100","Opportunity","$100,000,000 ","$30,000,000 ","","16-18","16","Office","United States","1/11/11"
"812","Artemis Real Estate Partners Fund 1","Artemis Real Estate","Deborah Harmon","202-729-6588","Opportunity","$500,000,000 ","$162,500,000 ","","16-18","16","Distressed","United States","1/11/11"
"813","Alliancebernstein U.S. Real Estate Partners","AllianceBernstein","Adam Brooks","212-823-3290","Opportunity","$1,000,000,000 ","$500,000,000 ","","16-18","16","Distressed","United States","1/11/11"
"814","Rxr Real Estate Opportunity Fund 2","RXR Realty","Scott Rechler","516-506-6000","Opportunity","$275,000,000 ","$275,000,000 ","$140,000,000 ","16-19","16","Office","United States","1/11/11"
"815","Tricon Fund 12","Tricon Capital","Jonathan Ellenzweig","416-925-2959","High Yield Debt","$150,000,000 ","","","16-19","16","Mezzanine Loans","New York City","1/11/11"
"816","Tricon Fund 11","Tricon Capital","Jonathan Ellenzweig","416-925-2959","High Yield Debt","$500,000,000 ","","","16-19","16","Mezzanine Loans","Canada","1/11/11"
"817","Brookdale Investors 6","Brookdale Group","Dan Ethridge","404-364-8085","Opportunity","$410,000,000 ","$410,000,000 ","","16-19","16","Office","California, Phoenix, Atlanta, Florida","1/11/11"
"818","Fpa Apartment Opportunity Fund","Fowler Property Acquisitions","Greg Fowler","805-565-2101","Opportunity","$150,000,000 ","$80,000,000 ","$28,000,000 ","16-20","16","Multifamily","United States","1/11/11"
"819","Hutensky Capital Partners Fund 2","Hutensky Group","Veronique Longo","860-297-4585","Opportunity","$101,000,000 ","$101,000,000 ","$53,000,000 ","17-19","17","Retail","Southwestern United States, Northwestern United States","1/11/11"
"820","Brookfield Property Investors","Brookfield Asset Management","Scott White","212-417-2578","Opportunity","$3,500,000,000 ","","","17-20","17","Office","United States","1/11/11"
"821","Pamfleet Real Estate Fund","Pamfleet International","Allan Lee","852-2-545-5829","Opportunity","$330,000,000 ","$125,000,000 ","","17-20","17","Office, Retail","United States, Canada, Brazil","1/11/11"
"822","Westbrook Real Estate Fund 8","Westbrook Partners","Sush Torgalkar","212-849-8800","Opportunity","$2,277,000,000 ","$2,277,000,000 ","$800,000,000 ","18+","18+","Office, Multifamily","Hong Kong, Singapore","1/11/11"
"823","Tata Realty Initiatives Fund 1","Tata International","Sunil Doorga, Cyrus Engineer","230-251-5600","Opportunity","$750,000,000 ","$750,000,000 ","$375,000,000 ","18+","18+","Office, Multifamily","United States, Europe","1/11/11"
"824","Lasalle Japan Logistics Fund 2","LaSalle Investment","Yasuo Nakashima","81-35-501-9342","Opportunity","$1,099,800,000 ","$1,099,800,000 ","$244,489,360 ","18+","18+","Office","India","1/11/11"
"825","Spear Street Capital 3","Spear Street Capital","John Grassi","415-222-7421","Opportunity","$600,000,000 ","$600,000,000 ","$170,000,000 ","18+","18+","Office","Japan","1/11/11"
"826","Walton Street Mexico Fund 1","Walton Street Capital","Sandor Valner","52-55-5980-4880","Opportunity","$282,000,000 ","$282,000,000 ","$140,000,000 ","18+","18+","Office","United States","1/11/11"
"827","Harbert European Real Estate Fund 3","Harbert Management","Scott O'donnell","44-207-408-4120","Opportunity","$688,850,000 ","$70,385,875 ","$23,806,987 ","18+","18+","Office","Mexico","1/11/11"
"828","Lcn Income Fund","LCN Capital","Edward Lapuma","212-201-4073","Value Add","$250,000,000 ","","","18+","18+","Office","Europe","1/11/11"
"829","Agre U.S. Real Estate Fund","Apollo Global Real Estate","Joseph Azrack","212-515-3200","Value Add","$600,000,000 ","$307,850,000 ","","18+","18+","Office","United States","1/11/11"
"830","Ara Asia Dragon Fund 2","ARA Group","John Lim","656-835-9232","Opportunity","$1,000,000,000 ","","","18-20","18","Office","United States","1/11/11"
"831","Carlyle Europe Real Estate Partners 3","Carlyle Group","Eric Sasson","33-15-370-3520","Opportunity","$3,070,893,300 ","$3,070,893,300 ","$1,996,080,645 ","20+","20+","Office","Asia","1/11/11"
"832","Sun-apollo India Real Estate Fund","AREA Property","Prakash Kalothia","91-226-688-6100","Opportunity","$630,000,000 ","$630,000,000 ","$394,000,000 ","20+","20+","Office","Europe","1/11/11"
"833","Il&fs India Realty Fund 2","IL&FS Investment Managers","Shahzaad Dalal","91-222-653-3333","Opportunity","$895,000,000 ","$895,000,000 ","$358,000,000 ","20+","20+","Office","India","1/11/11"
"834","Siguler Guff Distressed Real Estate Opportunity Fund","Siguler Guff","James Corl","212-634-5944","Opportunity","$750,000,000 ","$200,000,000 ","$150,000,000 ","20+","20+","Mortgages, Mezzanine Loans","India","1/11/11"
"835","Mexico Residential Fund","Black Creek Group","Bob Batting","303-869-4600","Opportunity","$513,000,000 ","$513,000,000 ","$140,000,000 ","20+","20+","Multifamily","United States","1/11/11"
"836","Europa Emerging Europe Fund","Europa Capital","Tim Norman","44-207-881-6800","Opportunity","$225,942,800 ","$225,942,800 ","$44,815,101 ","20+","20+","Office","Mexico","1/11/11"
"837","Gateway Capital Real Estate Fund 3","Gaw Capital","Christina Gaw","852-2-583-7768","Opportunity","$420,000,000 ","$420,000,000 ","$25,000,000 ","20+","20+","Office","Eastern Europe","1/11/11"
"838","Emerging Beachfront Land Investment Fund 2","LimeTree Capital","James Goulding","852-2-117-8593","Opportunity","$370,000,000 ","$370,000,000 ","$18,000,000 ","20+","20+","Land","China","1/11/11"
"839","Michigan Avenue Real Estate Investors Opportunity Fund","Michigan Avenue Real Estate Investors","Tom Meador","847-498-6400","Opportunity","$50,000,000 ","$13,000,000 ","$10,000,000 ","20+","20+","Multifamily","Asia","1/11/11"
"840","Rcg Distressed Real Estate Opportunity Fund","RCG Ventures","Michael Mcmillen","404-816-5454","Opportunity","$51,100,000 ","$51,100,000 ","$10,000,000 ","20+","20+","Retail","Chicago","1/11/11"
"841","Mgc Land Fund 1","MGC Opportunity Funds","Jim Mcalister","713-535-2276","Opportunity","$100,000,000 ","","","20+","20+","Land","United States","1/11/11"
"842","Western Residential Opportunity Fund","Reven Capital","Chad Carpenter","858-459-4000","Opportunity","$100,000,000 ","","","20+","20+","Multifamily","Southwestern United States, Mountain States","1/11/11"
"843","Mgc Income Property Fund 1","MGC Opportunity Funds","Jim Mcalister","713-535-2276","Opportunity","$100,000,000 ","","","20+","20+","Office","Southwestern United States","1/11/11"
"844","Lenrock Nnn Compounding Real Estate Fund 1","Lenrock Management","Joseph Tagliente","646-845-8570","Opportunity","$200,000,000 ","","","20+","20+","Retail, Industrial","Southwestern United States, Mountain States","1/11/11"
"845","Reven Hotel Opportunity Fund","Reven Capital","Chad Carpenter","858-459-4000","Opportunity","$250,000,000 ","","","20+","20+","Lodging","United States","1/11/11"
"846","Red Fort India Real Estate Fund 2","Red Fort Capital","Parry Singh","91-981-887-1133","Opportunity","$375,000,000 ","","","20+","20+","Multifamily","United States","1/11/11"
"847","Century Bridge China Real Estate Fund","Century Bridge Capital","Thomas Delatour","86-10-6566-9907","Opportunity","$400,000,000 ","","","20+","20+","Multifamily","India","1/11/11"
"848","Garrison Real Estate Fund 2","Garrison Investment","Steve Stuart","212-372-9510","High Yield Debt","$500,000,000 ","","","20+","20+","Mortgages","China","1/11/11"
"849","Carlyle Europe Real Estate Partners 4","Carlyle Group","Eric Sasson","33-15-370-3520","Opportunity","$2,755,400,000 ","","","20+","20+","Office","United States","1/11/11"
"850","Ufg Real Estate Partners 2","UFG Capital","Holger Mueller","7-495-721-1212","Opportunity","$90,000,000 ","$90,000,000 ","","20+","20+","Land","Europe","1/11/11"
"851","Csv High-yield Lending And Distressed Debt","Carlton Strategic Ventures","Josh Hamby","212-545-1000","High Yield Debt","$200,000,000 ","$200,000,000 ","","20+","20+","Mortgages","Russia","1/11/11"
"852","Edelweiss Realty Fund","Edelweiss Capital","Rajiv Mehrotra, Sanjiv Rastogi","212-564-1634","Opportunity","$250,000,000 ","$250,000,000 ","","20+","20+","Office, Multifamily","United States","1/11/11"
"853","Prosperitas Real Estate Partners 3","Prosperitas Investimentos","Maximo Lima","55-113-127-5550","Opportunity","$750,000,000 ","$264,500,000 ","","20+","20+","Office","India","1/11/11"
"854","State of Texas Real Estate Fund","JP Realty","Kevin White","972-398-0010","Opportunity","$150,000,000 ","","","20-22","20","Distressed","Brazil","1/11/11"
"855","Bap Realty Fund 1","BAP Capital","Lisandro Chanlatte","786-470-3807","Opportunity","$200,000,000 ","","","20-22","20","Multifamily","Texas","1/11/11"
"856","Longview Distressed Residential Land Fund 2","Longview Investments","Fei Xue","610-902-3048","Opportunity","$50,000,000 ","$20,000,000 ","","20-25","20","Distressed","Florida","1/11/11"
