"","Fund_Type","Fund_Manager","Fund_Name","Fund_Contact","Fund_Contact_Telephone","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date","Fund_Currency"
"435","Opportunity","CIM Group","CIM Fund 8","Shaul Kuba","323-860-4900","2,000,000,000","350,000,000","0","16+","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"436","Opportunity","CIM Group","Cim Real Estate Fund 3","Shaul Kuba","323-860-4900","$2,000,000,000 ","$2,000,000,000 ","$1,450,000,000 ","","","Office, Retail, Industrial","United States, Mexico, Caribbean","1/11/12",NA
"437","Opportunity","CIM Group","Cim Real Estate Fund 3","Shaul Kuba","323-860-4900","$2,000,000,000 ","$2,000,000,000 ","$1,450,000,000 ","17","17","Office","United States","1/11/12",NA
"438","Opportunity","CIMB, Mapletree","CIMB-Mapletree Real Estate Fund 2","Chua Tiow Chye","65-6-377-6111","1,000,000,000","0","0","16+","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Malaysia","3/1/13","USD"
"439","Opportunity","CITIC Capital","CITIC Capital China Retail Properties Inv.","Stanley Ching","852-2-237-6888","600,000,000","494,000,000","72,000,000","18","0.18","Retail","China","3/1/13","USD"
"440","Opportunity","CITIC Capital","Capital China Real Estate Investment Fund 3","Stanley Ching","852-2-237-6888","$409,176,900 ","$409,176,900 ","$265,964,985 ","18","18","Office","Europe","1/11/12",NA
"441","Opportunity","CITIC Capital","Citic Capital China Real Estate Investment Fund 3","Stanley Ching","852-2-237-6888","$400,000,000 ","$400,000,000 ","$295,000,000 ","","","Office","China","1/11/12",NA
"442","Opportunity","CITIC Capital","Citic Capital China Retail Properties Investment Fund","Stanley Ching","852-2-237-6888","$600,000,000 ","$225,000,000 ","$126,000,000 ","18","18","Retail","China","1/11/12",NA
"443","Opportunity","CityView","Southern California Development Fund 2","Henry Cisneros","310-566-8700","200,000,000","0","0","16+","0.16","Multifamily","Southern California","3/1/13","USD"
"444","Opportunity","CityView","Cityview Los Angeles Fund","Con Howe","310-566-8738","$150,000,000 ","$150,000,000 ","$102,000,000 ","","","Land","Los Angeles","1/11/12",NA
"445","Opportunity","CityView","Cityview Los Angeles Urban Fund","Con Howe","310-566-8738","$150,000,000 ","$150,000,000 ","$70,000,000 ","18","18","Land","United States","1/11/12",NA
"446","Opportunity","Clairvue Capital","Clairvue Capital Partners 2","Jeffrey Giller","415-318-7981","500,000,000","0","0","15-20","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"447","Opportunity","Clairvue Capital","Clairvue Capital Partners 1","Jeffrey Giller","415-318-7981","$250,000,000 ","$250,000,000 ","$100,000,000 ","15-20","15","Office","United States","1/11/11",NA
"448","Opportunity","CLSA Capital","Fudo Capital 2","John Pattar","852-2-600-8888","816,000,000","816,000,000","575,000,000","16","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Asia","3/1/13","USD"
"449","Opportunity","CLSA Capital","Fudo Capital Fund 2","John Pattar","852-2-600-8888","$815,800,000 ","$815,800,000 ","$285,000,000 ","16","16","Office","United States","1/11/12",NA
"450","Opportunity","CLSA Capital","Fudo Capital Fund 2","John Pattar","852-2-600-8888","$815,800,000 ","$815,800,000 ","$450,000,000 ","","","Office","Asia","1/11/12",NA
"451","Opportunity","Covenant Capital","Covenant Apartment Fund 7","Rick Scarola","615-250-1617","236,000,000","236,000,000","47,000,000","16","0.16","Multifamily","Southeastern United States, Eastern United States","3/1/13","USD"
"452","Opportunity","Covenant Capital","Covenant Apartment Fund 7","Rick Scarola","615-250-1617","$300,000,000 ","$65,000,000 ","$0 ","16","16","Multifamily","Southeastern United States","1/11/12",NA
"453","Opportunity","Covenant Capital","Covenant Apartment Fund 6","Rick Scarola","615-250-1617","$140,000,000 ","$140,000,000 ","$84,000,000 ","16","16","Multifamily","United States","1/11/12",NA
"454","Opportunity","Cypress Equities","Cypress Equities Retail Acquisition Partners","Chris Maguire","214-561-8800","300,000,000","0","0","17","0.17","Retail","United States","3/1/13","USD"
"455","Opportunity","Cypress Equities","Cypress Equities Retail Acquisition Partners","Chris Maguire","214-561-8800","$300,000,000 ","$0 ","$0 ","17","17","Retail","United States","1/11/12",NA
"456","Opportunity","Davis Cos.","Davis Investment Ventures Fund 2","Jonathan Davis","617-451-1300","414,000,000","414,000,000","50,000,000","16","0.16","Distressed, Mortgages, Mezzanine Loans, Preferred Equity","United States","3/1/13","USD"
"457","Opportunity","DLJ Real Estate Capital","DLJ Real Estate Capital Partners 5","Carmine Fanelle","212-901-4931","750,000,000","75,000,000","0","15-17","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States, Asia","3/1/13","USD"
"458","Opportunity","Duet Private Equity","Duet India Hotels","Alina Gorbacheva","646-747-2435","$160,000,000 ","$160,000,000 ","$63,000,000 ","25","25","Lodging","India","1/11/12",NA
"459","Opportunity","Duet Private Equity","Duet Japan Special Situations Fund","Alina Gorbacheva","646-747-2435","$300,000,000 ","$0 ","$0 ","20","20","Office","Japan","1/11/12",NA
"460","Opportunity","Duet Private Equity","South Asian Real Estate Limited","Alina Gorbacheva","646-747-2435","$335,097,000 ","$335,097,000 ","$196,279,741 ","25","25","Multifamily","India","1/11/12",NA
"461","Opportunity","Dune Real Estate","Dune Real Estate Fund 3","Cia Buckley","212-301-8400","850,000,000","175,000,000","0","20","0.2","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States, Europe","3/1/13","USD"
"462","Opportunity","Dune Real Estate","Dune Real Estate Fund 3","Allie Sweeney","212-301-8301","$800,000,000 ","$0 ","$0 ","15-17","15","Office","United States","1/11/12",NA
"463","Opportunity","Dune Real Estate","Dune Real Estate Fund 2","Allie Sweeney","212-301-8301","$800,000,000 ","$800,000,000 ","$600,000,000 ","15-17","15","Office","United States","1/11/12",NA
"464","Opportunity","Dune Real Estate","Dune Real Estate Fund 2","Greg Rush","212-301-8336","$800,000,000 ","$800,000,000 ","$100,000,000 ","15-17","15","Office, Multifamily","United States, Europe","1/11/11",NA
"465","Opportunity","Encore Housing","Encore Housing Opportunity Fund 2","Oscar Vazquez","561-961-1858","500,000,000","206,000,000","0","20","0.2","Distressed, Multifamily, Mixed Use, Development","Southwestern United States","3/1/13","USD"
"466","Opportunity","Equity International","EI Fund 5","Jonathan Lulu","312-675-7400","650,000,000","650,000,000","362,000,000","16+","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Brazil","3/1/13","USD"
"467","Opportunity","Equity International","Ei Fund 5","Jonathan Lulu","312-675-7400","$650,000,000 ","$650,000,000 ","$208,000,000 ","16+","16+","Office, Retail","Brazil, Other","1/11/12",NA
"468","Opportunity","Europa Capital","Europa Emerging Europe Fund","Tim Norman","44-207-881-6800","213,000,000","213,000,000","126,000,000","20+","0.2","Office, Retail, Multifamily, Niche","Eastern Europe","3/1/13","EU"
"469","Opportunity","Europa Capital","Europa Emerging Europe Fund","Tim Norman","44-207-881-6800","$218,300,400 ","$218,300,400 ","$128,836,402 ","20+","20+","Office","Eastern Europe","1/11/12",NA
"470","Opportunity","Europa Capital","Europa Emerging Europe Fund","Tim Norman","44-207-881-6800","$225,942,800 ","$225,942,800 ","$44,815,101 ","20+","20+","Office","Mexico","1/11/11",NA
"471","Opportunity","Europa Capital","Europa Fund 3","N. Manne, C. Graham","44-207-881-6800","948,000,000","948,000,000","564,000,000","20","0.2","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Europe","3/1/13","EU"
"472","Opportunity","Europa Capital","Europa Fund 3","Noel Manne, Charles Graham","44-207-881-6800","$1,005,721,000 ","$1,005,721,000 ","$181,497,557 ","20","20","Office, Multifamily","Asia","1/11/12",NA
"473","Opportunity","Europa Capital","Europa Fund 3","Noel Manne, Charles Graham","44-207-881-6800","$971,703,000 ","$971,703,000 ","$578,155,241 ","","","Office, Retail","Europe","1/11/12",NA
"474","Opportunity","Europa Capital","Europa Fund 4","N. Manne, C. Graham","44-207-881-6800","974,000,000","260,000,000","0","20","0.2","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Europe","3/1/13","EU"
"475","Opportunity","Fir Tree Partners","Fir Tree Real Estate Opportunity Fund 2","Jeffrey Tannenbaum","212-599-0090","$500,000,000 ","$401,000,000 ","","20","20","Mortgages","United States","1/11/12",NA
"476","Opportunity","Forge Capital","Forge Real Estate Partners 3","Peter Collins","813-574-6770","250,000,000","40,000,000","0","16-18","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"477","Opportunity","Fortress Investment","Fortress Real Estate Opportunities","Tony Tufariello","212-798-6100","1,000,000,000","100,000,000","0","17","0.17","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"478","Opportunity","Fortress Investment","Fortress Real Estate Opportunities","Tony Tufariello","212-798-6100","$1,000,000,000 ","$100,000,000 ","$0 ","17","17","Office","United States","1/11/12",NA
"479","Opportunity","Forum Partners","Forum Asian Realty Income 3","Merrit Maddux","852-2-522-2708","375,000,000","375,000,000","225,000,000","18-20","0.18","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Asia","3/1/13","USD"
"480","Opportunity","Forum Partners","Forum Asian Realty Income Fund 3","Merrit Maddux","852-2-522-2708","$1,000,000,000 ","$275,000,000 ","$50,000,000 ","18","18","Office, Multifamily","United States, Canada","1/11/12",NA
"481","Opportunity","Forum Partners","Forum Asian Realty Income Fund 3","Merrit Maddux","852-2-522-2708","$600,000,000 ","$308,000,000 ","$165,000,000 ","","","Office","Asia","1/11/12",NA
"482","Opportunity","Forum Partners","Forum European Realty Income Fund 3","Andrew Walker","44-207-399-3800","$610,321,100 ","$610,321,100 ","$274,946,634 ","18","18","Office","Asia","1/11/12",NA
"483","Opportunity","Fowler Property Acquisitions","FPA Apartment Opportunity Fund 3","Greg Fowler","805-565-2101","258,000,000","258,000,000","158,000,000","16-20","0.16","Multifamily","Southwestern United States, Northwestern United States","3/1/13","USD"
"484","Opportunity","Fowler Property Acquisitions","Fpa Apartment Opportunity Fund","Greg Fowler","805-565-2101","$150,000,000 ","$80,000,000 ","$28,000,000 ","16-20","16","Multifamily","United States","1/11/11",NA
"485","Opportunity","Fowler Property Acquisitions","Fpa Apartment Opportunity Fund 3","Greg Fowler","805-565-2101","$258,300,000 ","$258,300,000 ","$104,000,000 ","16-20","16","Multifamily","Southwestern United States, Northwestern United States","1/11/12",NA
"486","Opportunity","Garrison Investment","Garrison Real Estate Fund 3","Steve Stuart","212-372-9510","500,000,000","0","0","16+","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"487","Opportunity","Gaw Capital","Gateway Capital Real Estate Fund 4","Christina Gaw","852-2-583-7768","700,000,000","300,000,000","0","20+","0.2","Residential, Retail, Hotel, Debt, Preferred Equity","China, Taiwan","3/1/13","USD"
"488","Opportunity","Gaw Capital","Gateway Capital Real Estate Fund 3","Christina Gaw","852-2-583-7768","$420,000,000 ","$420,000,000 ","$170,000,000 ","20+","20+","Office","China","1/11/12",NA
"489","Opportunity","Gaw Capital","Gateway Capital Real Estate Fund 3","Christina Gaw","852-2-583-7768","$420,000,000 ","$420,000,000 ","$25,000,000 ","20+","20+","Office","Eastern Europe","1/11/11",NA
"490","Opportunity","GEM Realty Capital","GEM Realty Fund 4","Denise Olsen","312-915-2900","550,000,000","550,000,000","400,000,000","18","0.18","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"491","Opportunity","GEM Realty Capital","GEM Realty Fund 5","Denise Olsen","312-915-2900","750,000,000","0","0","18","0.18","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"492","Opportunity","GEM Realty Capital","Gem Realty Fund 4","Denise Olsen","312-915-2900","$550,000,000 ","$550,000,000 ","$275,000,000 ","","","Office","United States","1/11/12",NA
"493","Opportunity","GEM Realty Capital","Gem Realty Fund 4","Neal Gumbin","312-915-2900","$450,000,000 ","$450,000,000 ","","18","18","Office","United States","1/11/12",NA
"494","Opportunity","Gerding Edlen","Gerding Edlen Green Cities 2","Molly Bordonaro","503-299-6000","250,000,000","75,000,000","0","18","0.18","Redevelopment","United States","3/1/13","USD"
"495","Opportunity","Gerding Edlen","Gerding Edlen Green Cities Fund 2","Molly Bordonaro","503-299-6000","$250,000,000 ","$0 ","$0 ","20","20","Development","United States","1/11/12",NA
"496","Opportunity","Glenmont Capital","Glenmont Real Estate Partners 4","Larry Kestin","212-582-2500","150,000,000","0","0","16+","0.16","Multifamily, Hotel","United States","3/1/13","USD"
"497","Opportunity","Glenmont Capital","Glenmont Real Estate Partners Fund 3","Larry Kestin","212-582-2500","$100,000,000 ","$100,000,000 ","$45,000,000 ","20","20","Office","United States","1/11/12",NA
"498","Opportunity","Glenmont Capital","Glenmont Real Estate Partners Fund 3","Larry Kestin","212-582-2500","$100,000,000 ","$100,000,000 ","$75,000,000 ","","","Office","United States","1/11/12",NA
"499","Opportunity","Graycliff Capital Partners","Graycliff Capital CRE Value Add Fund 3","Donald Spalding","412-818-1051","100,000,000","0","0","16-19","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Midwest, Southeastern United States","3/1/13","USD"
"500","Opportunity","Greenfield Partners","Greenfield Acquisition Partners 6","Eugene Gorab, Dean Sotter","203-354-5000","1,000,000,000","350,000,000","200,000,000","15-17","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"501","Opportunity","Greenfield Partners","Greenfield Acquisition Partners 6","Eugene Gorab, Dean Sotter","203-354-5000","$1,000,000,000 ","$300,000,000 ","$150,000,000 ","15-17","15","Office, Retail","United States","1/11/12",NA
"502","Opportunity","Greenfield Partners","Greenfield Acquisition Partners 6","Eugene Gorab","203-354-5000","$1,000,000,000 ","","","15-17","15","Office","New York City","1/11/11",NA
"503","Opportunity","GreenOak Real Estate","GreenOak Japan","Sonny Kalsi","212-359-7800","400,000,000","150,000,000","50,000,000","15-20","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Japan","3/1/13","USD"
"504","Opportunity","GreenOak Real Estate","GreenOak U.S.","Sonny Kalsi","212-359-7800","320,000,000","320,000,000","150,000,000","15-20","0.15","Office, Retail, Hotel","United States","3/1/13","USD"
"505","Opportunity","GreenOak Real Estate","Greenoak Japan","Sonny Kalsi","212-359-7800","$500,000,000 ","$150,000,000 ","$0 ","15-20","15","Office","Japan","1/11/12",NA
"506","Opportunity","GreenOak Real Estate","Greenoak U.S.","Sonny Kalsi","212-359-7800","$400,000,000 ","$225,000,000 ","$0 ","15-20","15","Office","United States","1/11/12",NA
"507","Opportunity","GTIS Partners","GTIS Partners Brazil Real Estate Fund 2","Bill Cisneros","212-220-5200","810,000,000","810,000,000","405,000,000","20+","0.2","Office, Residential, Industrial","Brazil","3/1/13","USD"
"508","Opportunity","GTIS Partners","GTIS U.S. Residential Strategies","Tony LaBarbera","240-290-9216","300,000,000","200,000,000","100,000,000","18","0.18","Residential","United States","3/1/13","USD"
"509","Opportunity","GTIS Partners","Gtis Partners Brazil Real Estate Fund 2","Bill Cisneros","212-220-5200","$600,000,000 ","","","18","18","Office","United States","1/11/12",NA
"510","Opportunity","GTIS Partners","Gtis Partners Brazil Real Estate Fund 2","Bill Cisneros","212-220-5200","$810,200,000 ","$810,200,000 ","$215,000,000 ","20+","20+","Office","Brazil","1/11/12",NA
"511","Opportunity","GTIS Partners","Gtis U.S. Residential Strategies","Bill Cisneros","212-220-5200","$300,000,000 ","","","","","Multifamily","United States","1/11/12",NA
"512","Opportunity","GTIS Partners","Gtis U.S. Residential Strategies","Tom Shapiro","212-220-5200","$300,000,000 ","","","18","18","Multifamily","Washington D.C.","1/11/12",NA
"513","Opportunity","Guardian Realty Investors","Guardian Realty Fund 3","Tony LaBarbera","240-290-9216","200,000,000","0","0","18","0.18","Office","Washington D.C., Maryland, Northern Virginia","3/1/13","USD"
"514","Opportunity","Guardian Realty Investors","Guardian Realty Fund 3","Tony Labarbera","240-290-9216","$200,000,000 ","","","18","18","Office","United States","1/11/12",NA
