Player,Team,Salary,Season,Contract_End,Option,Contract Years,Total Contract,Shamsports_Player_URL
Russell Westbrook,Oklahoma City Thunder,"$3,755,640 ",2009-2010,,,,,
Ryan Anderson,Orlando Magic,"$1,317,120 ",2009-2010,,,,,
Ryan Bowen,Oklahoma City Thunder,"$244,524 ",2009-2010,,,,,
Ryan Gomes,Portland Trail Blazers,"$3,917,500 ",2009-2010,,,,,
Ryan Hollins,Minnesota Timberwolves,"$2,183,333 ",2009-2010,,,,,
Sam Young,Memphis Grizzlies,"$824,200 ",2009-2010,,,,,
Samuel Dalembert,Sacramento Kings,"$12,541,000 ",2009-2010,,,,,
Sasha Vujacic,Los Angeles Lakers,"$5,000,000 ",2009-2010,,,,,
Sean Marks,New Orleans Hornets,"$1,187,686 ",2009-2010,,,,,
Sean May,Sacramento Kings,"$884,881 ",2009-2010,,,,,
Sean Williams,New Jersey Nets,"$1,629,120 ",2009-2010,,,,,
Sebastian Telfair,Cleveland Cavaliers,"$2,500,000 ",2009-2010,,,,,
Serge Ibaka,Oklahoma City Thunder,"$1,120,200 ",2009-2010,,,,,
Sergio Rodriguez,New York Knicks,"$1,576,696 ",2009-2010,,,,,
Shane Battier,Houston Rockets,"$6,864,200 ",2009-2010,,,,,
Shannon Brown,Los Angeles Lakers,"$1,990,000 ",2009-2010,,,,,
Shaquille O'Neal,Cleveland Cavaliers,"$21,000,000 ",2009-2010,,,,,
Shaun Livingston,Washington Wizards,"$259,524 ",2009-2010,,,,,
Shaun Livingston,Oklahoma City Thunder,"$332,868 ",2009-2010,,,,,
Shavlik Randolph,Portland Trail Blazers,"$100,612 ",2009-2010,,,,,
Shavlik Randolph,Miami Heat,"$312,311 ",2009-2010,,,,,
Shawn Marion,Dallas Mavericks,"$6,385,068 ",2009-2010,,,,,
Shawne Williams,New Jersey Nets,"$2,416,067 ",2009-2010,,,,,
Shelden Williams,Boston Celtics,"$855,189 ",2009-2010,,,,,
Solomon Jones,Indiana Pacers,"$1,620,000 ",2009-2010,,,,,
Sonny Weems,Toronto Raptors,"$736,420 ",2009-2010,,,,,
Speedy Claxton,Golden State Warriors,"$5,209,454 ",2009-2010,,,,,
Spencer Hawes,Philadelphia 76ers,"$2,332,800 ",2009-2010,,,,,
Stephen Curry,Golden State Warriors,"$2,710,560 ",2009-2010,,,,,
Stephen Graham,Charlotte Bobcats,"$884,881 ",2009-2010,,,,,
Stephen Jackson,Charlotte Bobcats,"$7,650,000 ",2009-2010,,,,,
Steve Blake,Los Angeles Clippers,"$4,000,000 ",2009-2010,,,,,
Steve Nash,Phoenix Suns,"$13,125,000 ",2009-2010,,,,,
Steve Novak,Los Angeles Clippers,"$1,031,000 ",2009-2010,,,,,
Steven Hunter,Memphis Grizzlies,"$3,696,000 ",2009-2010,,,,,
Sun Yu,New York Knicks,"$10,000 ",2009-2010,,,,,
Sundiata Gaines,Utah Jazz,"$269,169 ",2009-2010,,,,,
T.J. Ford,Indiana Pacers,"$8,500,000 ",2009-2010,,,,,
Taj Gibson,Chicago Bulls,"$1,039,800 ",2009-2010,,,,,
Taylor Griffin,Phoenix Suns,"$457,588 ",2009-2010,,,,,
Tayshaun Prince,Detroit Pistons,"$10,324,380 ",2009-2010,,,,,
Terrence Williams,New Jersey Nets,"$2,060,040 ",2009-2010,,,,,
Thabo Sefolosha,Oklahoma City Thunder,"$2,759,628 ",2009-2010,,,,,
Thaddeus Young,Philadelphia 76ers,"$2,105,400 ",2009-2010,,,,,
Theo Ratliff,Charlotte Bobcats,"$1,306,455 ",2009-2010,,,,,
Tim Duncan,San Antonio Spurs,"$22,183,220 ",2009-2010,,,,,
Tim Thomas,Dallas Mavericks,"$1,306,455 ",2009-2010,,,,,
Tim Thomas,Chicago Bulls,"$4,866,600 ",2009-2010,,,,,
Toney Douglas,New York Knicks,"$996,240 ",2009-2010,,,,,
Tony Allen,Boston Celtics,"$2,500,000 ",2009-2010,,,,,
Tony Battie,New Jersey Nets,"$6,606,600 ",2009-2010,,,,,
Tony Gaffney,Boston Celtics,"$2,692 ",2009-2010,,,,,
Tony Parker,San Antonio Spurs,"$12,600,000 ",2009-2010,,,,,
Tracy McGrady,New York Knicks,"$22,483,124 ",2009-2010,,,,,
Travis Diener,Portland Trail Blazers,"$223,823 ",2009-2010,,,,,
Travis Diener,Indiana Pacers,"$1,740,000 ",2009-2010,,,,,
Travis Outlaw,Los Angeles Clippers,"$3,600,000 ",2009-2010,,,,,
Trenton Hassell,New Jersey Nets,"$4,350,000 ",2009-2010,,,,,
Trevor Ariza,Houston Rockets,"$5,854,000 ",2009-2010,,,,,
Trey Gilder,Memphis Grizzlies,"$37,684 ",2009-2010,,,,,
Troy Murphy,Indiana Pacers,"$11,047,619 ",2009-2010,,,,,
Ty Lawson,Denver Nuggets,"$1,438,680 ",2009-2010,,,,,
Tyler Hansbrough,Indiana Pacers,"$1,859,160 ",2009-2010,,,,,
Tyreke Evans,Sacramento Kings,"$3,610,080 ",2009-2010,,,,,
Tyrus Thomas,Charlotte Bobcats,"$4,743,598 ",2009-2010,,,,,
Tyson Chandler,Charlotte Bobcats,"$11,700,000 ",2009-2010,,,,,
Udonis Haslem,Miami Heat,"$7,100,000 ",2009-2010,,,,,
Vince Carter,Orlando Magic,"$16,123,250 ",2009-2010,,,,,
Vladimir Radmanovic,Golden State Warriors,"$6,466,600 ",2009-2010,,,,,
Von Wafer,Dallas Mavericks,"$52,052 ",2009-2010,,,,,
Walter Sharpe,Milwaukee Bucks,"$736,420 ",2009-2010,,,,,
Wayne Ellington,Minnesota Timberwolves,"$1,003,560 ",2009-2010,,,,,
Wes Matthews,Utah Jazz,"$457,588 ",2009-2010,,,,,
Will Bynum,Detroit Pistons,"$825,497 ",2009-2010,,,,,
Will Conroy,Houston Rockets,"$97,117 ",2009-2010,,,,,
Willie Green,Philadelphia 76ers,"$3,682,000 ",2009-2010,,,,,
Wilson Chandler,New York Knicks,"$1,255,440 ",2009-2010,,,,,
Yakhouba Diawara,Miami Heat,"$945,000 ",2009-2010,,,,,
Yao Ming,Houston Rockets,"$16,378,325 ",2009-2010,,,,,
Yi Jianlian,Washington Wizards,"$3,194,400 ",2009-2010,,,,,
Zach Randolph,Memphis Grizzlies,"$16,333,333 ",2009-2010,,,,,
Zaza Pachulia,Atlanta Hawks,"$4,750,000 ",2009-2010,,,,,
Zydrunas Ilgauskas,Cleveland Cavaliers,"$1,135,471 ",2009-2010,,,,,
Zydrunas Ilgauskas,Washington Wizards,"$11,000,000 ",2009-2010,,,,,
A.J. Price,Indiana Pacers,"$762,195 ",2010-2011,,,,,
Aaron Brooks,Phoenix Suns,"$2,016,692 ",2010-2011,,,,,
Aaron Gray,New Orleans Hornets,"$1,028,840 ",2010-2011,,,,,
Acie Law,Memphis Grizzlies,"$500,000 ",2010-2011,,,,,
Acie Law,Golden State Warriors,"$656,030 ",2010-2011,,,,,
Al Harrington,Denver Nuggets,"$5,765,000 ",2010-2011,,,,,
Al Horford,Atlanta Hawks,"$5,444,857 ",2010-2011,,,,,
Al Jefferson,Utah Jazz,"$13,000,000 ",2010-2011,,,,,
Al Thornton,Golden State Warriors,"$218,677 ",2010-2011,,,,,
Al Thornton,Washington Wizards,"$2,714,196 ",2010-2011,,,,,
Alexis Ajinca,Toronto Raptors,"$1,467,840 ",2010-2011,,,,,
Al-Farouq Aminu,Los Angeles Clippers,"$2,563,320 ",2010-2011,,,,,
Alonzo Gee,San Antonio Spurs,"$107,604 ",2010-2011,,,,,
Alonzo Gee,Washington Wizards,"$134,505 ",2010-2011,,,,,
Alonzo Gee,Cleveland Cavaliers,"$479,735 ",2010-2011,,,,,
Amar'e Stoudemire,New York Knicks,"$16,486,611 ",2010-2011,,,,,
Amir Johnson,Toronto Raptors,"$5,050,000 ",2010-2011,,,,,
Anderson Varejao,Cleveland Cavaliers,"$7,031,818 ",2010-2011,,,,,
Andray Blatche,Washington Wizards,"$5,904,152 ",2010-2011,,,,,
Andre Iguodala,Philadelphia 76ers,"$12,345,250 ",2010-2011,,,,,
Andre Miller,Denver Nuggets,"$7,269,264 ",2010-2011,,,,,
Andrea Bargnani,Toronto Raptors,"$8,500,000 ",2010-2011,,,,,
Andrei Kirilenko,Utah Jazz,"$17,823,000 ",2010-2011,,,,,
Andres Nocioni,Philadelphia 76ers,"$6,850,000 ",2010-2011,,,,,
Andrew Bogut,Milwaukee Bucks,"$11,000,000 ",2010-2011,,,,,
Andrew Bynum,Los Angeles Lakers,"$13,700,000 ",2010-2011,,,,,
Andris Biedrins,Golden State Warriors,"$9,000,000 ",2010-2011,,,,,
Andy Rautins,New York Knicks,"$600,000 ",2010-2011,,,,,
Antawn Jamison,Cleveland Cavaliers,"$13,358,905 ",2010-2011,,,,,
Anthony Carter,New York Knicks,"$1,352,181 ",2010-2011,,,,,
Anthony Morrow,New Jersey Nets,"$4,000,000 ",2010-2011,,,,,
Anthony Parker,Cleveland Cavaliers,"$2,855,769 ",2010-2011,,,,,
Anthony Randolph,Minnesota Timberwolves,"$1,965,720 ",2010-2011,,,,,
Anthony Tolliver,Minnesota Timberwolves,"$2,200,000 ",2010-2011,,,,,
Antoine Wright,Sacramento Kings,"$210,215 ",2010-2011,,,,,
Antonio Daniels,Philadelphia 76ers,"$79,540 ",2010-2011,,,,,
Antonio McDyess,San Antonio Spurs,"$4,860,000 ",2010-2011,,,,,
Armon Johnson,Portland Trail Blazers,"$473,604 ",2010-2011,,,,,
Arron Afflalo,Denver Nuggets,"$1,959,577 ",2010-2011,,,,,
Austin Daye,Detroit Pistons,"$1,803,720 ",2010-2011,,,,,
Avery Bradley,Boston Celtics,"$1,418,160 ",2010-2011,,,,,
B.J. Mullens,Oklahoma City Thunder,"$1,204,200 ",2010-2011,,,,,
Baron Davis,Cleveland Cavaliers,"$13,000,000 ",2010-2011,,,,,
Ben Gordon,Detroit Pistons,"$10,800,000 ",2010-2011,,,,,
Ben Uzoh,New Jersey Nets,"$473,604 ",2010-2011,,,,,
Ben Wallace,Detroit Pistons,"$2,080,000 ",2010-2011,,,,,
Beno Udrih,Milwaukee Bucks,"$6,478,600 ",2010-2011,,,,,
Bill Walker,New York Knicks,"$854,389 ",2010-2011,,,,,
Blake Griffin,Los Angeles Clippers,"$5,357,280 ",2010-2011,,,,,
Bobby Simmons,San Antonio Spurs,"$107,926 ",2010-2011,,,,,
Boris Diaw,Charlotte Bobcats,"$9,000,000 ",2010-2011,,,,,
Brad Miller,Minnesota Timberwolves,"$4,400,000 ",2010-2011,,,,,
Brandan Wright,New Jersey Nets,"$3,398,072 ",2010-2011,,,,,
Brandon Bass,Orlando Magic,"$4,250,000 ",2010-2011,,,,,
Brandon Jennings,Milwaukee Bucks,"$2,331,120 ",2010-2011,,,,,
Brandon Roy,Portland Trail Blazers,"$13,603,750 ",2010-2011,,,,,
Brandon Rush,Indiana Pacers,"$2,069,040 ",2010-2011,,,,,
Brendan Haywood,Dallas Mavericks,"$6,900,000 ",2010-2011,,,,,
Brian Cardinal,Dallas Mavericks,"$1,352,181 ",2010-2011,,,,,
Brian Cook,Los Angeles Clippers,"$1,146,337 ",2010-2011,,,,,
Brian Scalabrine,Chicago Bulls,"$1,229,255 ",2010-2011,,,,,
Brian Skinner,Milwaukee Bucks,"$294,298 ",2010-2011,,,,,
Brian Zoubek,New Jersey Nets,"$50,000 ",2010-2011,,,,,
Brook Lopez,New Jersey Nets,"$2,413,320 ",2010-2011,,,,,
C.J. Miles,Utah Jazz,"$3,700,000 ",2010-2011,,,,,
C.J. Watson,Chicago Bulls,"$3,600,000 ",2010-2011,,,,,
Carl Landry,New Orleans Hornets,"$3,000,000 ",2010-2011,,,,,
Carlos Arroyo,Boston Celtics,"$280,609 ",2010-2011,,,,,
Carlos Arroyo,Miami Heat,"$1,223,166 ",2010-2011,,,,,
Carlos Boozer,Chicago Bulls,"$14,400,000 ",2010-2011,,,,,
Carlos Delfino,Milwaukee Bucks,"$3,500,000 ",2010-2011,,,,,
Carmelo Anthony,New York Knicks,"$17,149,244 ",2010-2011,,,,,
Caron Butler,Dallas Mavericks,"$10,561,960 ",2010-2011,,,,,
Cartier Martin,Washington Wizards,"$854,389 ",2010-2011,,,,,
Channing Frye,Phoenix Suns,"$5,200,000 ",2010-2011,,,,,
Charlie Bell,Golden State Warriors,"$4,447,792 ",2010-2011,,,,,
Charlie Villaneuva,Detroit Pistons,"$7,020,000 ",2010-2011,,,,,
Chase Budinger,Houston Rockets,"$780,871 ",2010-2011,,,,,
Chauncey Billups,New York Knicks,"$13,150,000 ",2010-2011,,,,,
Chris Andersen,Denver Nuggets,"$3,982,780 ",2010-2011,,,,,
Chris Bosh,Miami Heat,"$14,500,000 ",2010-2011,,,,,
Chris Douglas-Roberts,Milwaukee Bucks,"$854,389 ",2010-2011,,,,,
Chris Duhon,Orlando Magic,"$3,250,000 ",2010-2011,,,,,
Chris Johnson,Boston Celtics,"$27,859 ",2010-2011,,,,,
Chris Johnson,Portland Trail Blazers,"$114,222 ",2010-2011,,,,,
Chris Kaman,Los Angeles Clippers,"$11,300,000 ",2010-2011,,,,,
Chris Paul,New Orleans Hornets,"$14,940,153 ",2010-2011,,,,,
Chris Quinn,San Antonio Spurs,"$856,591 ",2010-2011,,,,,
Chris Wilcox,Detroit Pistons,"$3,000,000 ",2010-2011,,,,,
Christian Eyenga,Cleveland Cavaliers,"$1,020,960 ",2010-2011,,,,,
Chuck Hayes,Houston Rockets,"$2,136,875 ",2010-2011,,,,,
Cole Aldrich,Oklahoma City Thunder,"$2,126,520 ",2010-2011,,,,,
Corey Brewer,Dallas Mavericks,"$2,875,000 ",2010-2011,,,,,
Corey Brewer,New York Knicks,"$3,200,000 ",2010-2011,,,,,
Corey Maggette,Charlotte Bobcats,"$9,600,000 ",2010-2011,,,,,
Courtney Lee,Houston Rockets,"$1,352,640 ",2010-2011,,,,,
Craig Brackins,Philadelphia 76ers,"$1,306,920 ",2010-2011,,,,,
Craig Smith,Los Angeles Clippers,"$2,300,000 ",2010-2011,,,,,
Curtis Jerrells,New Orleans Hornets,"$4,484 ",2010-2011,,,,,
D.J. Augustin,Charlotte Bobcats,"$2,540,400 ",2010-2011,,,,,
D.J. White,Charlotte Bobcats,"$1,108,680 ",2010-2011,,,,,
Daequan Cook,Oklahoma City Thunder,"$2,169,857 ",2010-2011,,,,,
Dahntay Jones,Indiana Pacers,"$2,500,000 ",2010-2011,,,,,
DaJuan Summers,Detroit Pistons,"$762,195 ",2010-2011,,,,,
Damien Wilkins,Atlanta Hawks,"$824,151 ",2010-2011,,,,,
Damion James,New Jersey Nets,"$1,156,320 ",2010-2011,,,,,
Dan Gadzuric,New Jersey Nets,"$7,248,325 ",2010-2011,,,,,
Daniel Gibson,Cleveland Cavaliers,"$4,015,334 ",2010-2011,,,,,
Daniel Green,San Antonio Spurs,"$170,373 ",2010-2011,,,,,
Daniel Orton,Orlando Magic,"$1,028,400 ",2010-2011,,,,,
Danilo Gallinari,Denver Nuggets,"$3,304,560 ",2010-2011,,,,,
Danny Granger,Indiana Pacers,"$10,973,202 ",2010-2011,,,,,
Dante Cunningham,Charlotte Bobcats,"$762,195 ",2010-2011,,,,,
Darington Hobson,Milwaukee Bucks,"$114,222 ",2010-2011,,,,,
Darius Songaila,Philadelphia 76ers,"$4,818,000 ",2010-2011,,,,,
Darko Milicic,Minnesota Timberwolves,"$4,325,000 ",2010-2011,,,,,
Darnell Jackson,Sacramento Kings,"$854,389 ",2010-2011,,,,,
Darrell Arthur,Memphis Grizzlies,"$1,123,680 ",2010-2011,,,,,
Darren Collison,Indiana Pacers,"$1,361,040 ",2010-2011,,,,,
Da'Sean Butler,Miami Heat,"$5,572 ",2010-2011,,,,,
Da'Sean Butler,San Antonio Spurs,"$55,718 ",2010-2011,,,,,
David Andersen,New Orleans Hornets,"$2,500,000 ",2010-2011,,,,,
David Lee,Golden State Warriors,"$10,800,000 ",2010-2011,,,,,
David West,New Orleans Hornets,"$8,287,500 ",2010-2011,,,,,
DeAndre Jordan,Los Angeles Clippers,"$854,389 ",2010-2011,,,,,
DeJuan Blair,San Antonio Spurs,"$918,000 ",2010-2011,,,,,
Delonte West,Minnesota Timberwolves,"$500,000 ",2010-2011,,,,,
Delonte West,Boston Celtics,"$1,069,509 ",2010-2011,,,,,
DeMar DeRozan,Toronto Raptors,"$2,453,880 ",2010-2011,,,,,
DeMarcus Cousins,Sacramento Kings,"$3,374,640 ",2010-2011,,,,,
DeMarre Carroll,Houston Rockets,"$1,085,400 ",2010-2011,,,,,
Demond Carter,Oklahoma City Thunder,"$25,000 ",2010-2011,,,,,
Derek Fisher,Los Angeles Lakers,"$3,700,000 ",2010-2011,,,,,
Deron Williams,New Jersey Nets,"$14,940,153 ",2010-2011,,,,,
Derrick Brown,New York Knicks,"$197,274 ",2010-2011,,,,,
Derrick Brown,Charlotte Bobcats,"$762,195 ",2010-2011,,,,,
Derrick Caracter,Los Angeles Lakers,"$473,604 ",2010-2011,,,,,
Derrick Favors,Utah Jazz,"$4,133,280 ",2010-2011,,,,,
Derrick Rose,Chicago Bulls,"$5,546,160 ",2010-2011,,,,,
DeSagana Diop,Charlotte Bobcats,"$6,478,600 ",2010-2011,,,,,
DeShawn Stevenson,Dallas Mavericks,"$4,151,786 ",2010-2011,,,,,
Devin Ebanks,Los Angeles Lakers,"$473,604 ",2010-2011,,,,,
Devin Harris,Utah Jazz,"$8,981,000 ",2010-2011,,,,,
Dexter Pittman,Miami Heat,"$473,604 ",2010-2011,,,,,
Didier Ilunga-Mbenga,New Orleans Hornets,"$1,069,509 ",2010-2011,,,,,
Dirk Nowitzki,Dallas Mavericks,"$17,278,618 ",2010-2011,,,,,
Dominic McGuire,Charlotte Bobcats,"$885,120 ",2010-2011,,,,,
Dominic McGuire,Charlotte Bobcats,"$885,120 ",2010-2011,,,,,
Dominique Jones,Dallas Mavericks,"$1,110,120 ",2010-2011,,,,,
Donald Sloan,Sacramento Kings,"$10,000 ",2010-2011,,,,,
Donte Greene,Sacramento Kings,"$930,700 ",2010-2011,,,,,
Dorrell Wright,Golden State Warriors,"$3,540,000 ",2010-2011,,,,,
Drew Gooden,Milwaukee Bucks,"$5,765,000 ",2010-2011,,,,,
Dwight Howard,Orlando Magic,"$16,647,180 ",2010-2011,,,,,
Dwyane Wade,Miami Heat,"$14,200,000 ",2010-2011,,,,,
Earl Barron,Portland Trail Blazers,"$11,679 ",2010-2011,,,,,
Earl Barron,Milwaukee Bucks,"$107,747 ",2010-2011,,,,,
Earl Barron,Phoenix Suns,"$199,332 ",2010-2011,,,,,
Earl Boykins,Milwaukee Bucks,"$1,352,181 ",2010-2011,,,,,
Earl Clark,Orlando Magic,"$1,898,760 ",2010-2011,,,,,
Earl Watson,Utah Jazz,"$1,229,255 ",2010-2011,,,,,
Ed Davis,Toronto Raptors,"$1,919,160 ",2010-2011,,,,,
Eddie House,Miami Heat,"$1,352,181 ",2010-2011,,,,,
Eddy Curry,Minnesota Timberwolves,"$11,534,322 ",2010-2011,,,,,
Eduardo Najera,Charlotte Bobcats,"$3,000,000 ",2010-2011,,,,,
Ekpe Udoh,Golden State Warriors,"$3,065,040 ",2010-2011,,,,,
Elijah Millsap,Oklahoma City Thunder,"$10,000 ",2010-2011,,,,,
Elliot Williams,Portland Trail Blazers,"$1,254,720 ",2010-2011,,,,,
Elton Brand,Philadelphia 76ers,"$15,959,100 ",2010-2011,,,,,
Emanuel Ginobili,San Antonio Spurs,"$11,854,584 ",2010-2011,,,,,
Emeka Okafor,New Orleans Hornets,"$11,645,000 ",2010-2011,,,,,
Eric Bledsoe,Los Angeles Clippers,"$1,485,000 ",2010-2011,,,,,
Eric Gordon,Los Angeles Clippers,"$3,016,680 ",2010-2011,,,,,
Eric Maynor,Oklahoma City Thunder,"$1,417,800 ",2010-2011,,,,,
Erick Dampier,Miami Heat,"$1,352,181 ",2010-2011,,,,,
Ersan Ilyasova,Milwaukee Bucks,"$2,320,500 ",2010-2011,,,,,
Etan Thomas,Atlanta Hawks,"$1,223,166 ",2010-2011,,,,,
Evan Turner,Philadelphia 76ers,"$4,602,720 ",2010-2011,,,,,
Fabricio Oberto,Portland Trail Blazers,"$81,750 ",2010-2011,,,,,
Francisco Elson,Utah Jazz,"$1,146,337 ",2010-2011,,,,,
Francisco Garcia,Sacramento Kings,"$5,500,000 ",2010-2011,,,,,
Gani Lawal,Phoenix Suns,"$473,604 ",2010-2011,,,,,
Garret Siler,Phoenix Suns,"$473,604 ",2010-2011,,,,,
Garrett Temple,Milwaukee Bucks,"$89,670 ",2010-2011,,,,,
Garrett Temple,San Antonio Spurs,"$110,000 ",2010-2011,,,,,
Garrett Temple,Charlotte Bobcats,"$170,373 ",2010-2011,,,,,
Gary Forbes,Denver Nuggets,"$473,604 ",2010-2011,,,,,
Gary Neal,San Antonio Spurs,"$525,000 ",2010-2011,,,,,
George Hill,Indiana Pacers,"$854,389 ",2010-2011,,,,,
Gerald Henderson,Charlotte Bobcats,"$2,103,840 ",2010-2011,,,,,
Gerald Wallace,Portland Trail Blazers,"$9,500,000 ",2010-2011,,,,,
Gilbert Arenas,Orlando Magic,"$17,730,694 ",2010-2011,,,,,
Glen Davis,Boston Celtics,"$3,000,004 ",2010-2011,,,,,
Goran Dragic,Houston Rockets,"$1,972,000 ",2010-2011,,,,,
Gordon Hayward,Utah Jazz,"$2,356,320 ",2010-2011,,,,,
Grant Hill,Phoenix Suns,"$3,240,000 ",2010-2011,,,,,
Greg Buckner,Dallas Mavericks,"$1,064,516 ",2010-2011,,,,,
Greg Monroe,Detroit Pistons,"$2,798,040 ",2010-2011,,,,,
Greg Oden,Portland Trail Blazers,"$6,760,524 ",2010-2011,,,,,
Greivis Vasquez,Memphis Grizzlies,"$1,035,960 ",2010-2011,,,,,
Hakim Warrick,Phoenix Suns,"$4,000,000 ",2010-2011,,,,,
Hamady Ndiaye,Washington Wizards,"$473,604 ",2010-2011,,,,,
Hamed Haddadi,Memphis Grizzlies,"$1,600,000 ",2010-2011,,,,,
Hasheem Thabeet,Houston Rockets,"$4,793,280 ",2010-2011,,,,,
Hassan Whiteside,Sacramento Kings,"$730,437 ",2010-2011,,,,,
Hidayet Turkoglu,Orlando Magic,"$10,215,850 ",2010-2011,,,,,
Hilton Armstrong,Atlanta Hawks,"$915,852 ",2010-2011,,,,,
Ian Mahinmi,Dallas Mavericks,"$885,120 ",2010-2011,,,,,
Ike Diogu,Los Angeles Clippers,"$659,840 ",2010-2011,,,,,
Ime Udoka,San Antonio Spurs,"$276,814 ",2010-2011,,,,,
Ishmael Smith,Memphis Grizzlies,"$473,604 ",2010-2011,,,,,
J.J. Hickson,Sacramento Kings,"$1,528,920 ",2010-2011,,,,,
J.J. Redick,Orlando Magic,"$7,250,000 ",2010-2011,,,,,
Jamaal Magloire,Miami Heat,"$1,352,181 ",2010-2011,,,,,
Jamaal Tinsley,Indiana Pacers,"$5,459,184 ",2010-2011,,,,,
Jamal Crawford,Atlanta Hawks,"$10,080,000 ",2010-2011,,,,,
Jamario Moon,Los Angeles Clippers,"$3,000,000 ",2010-2011,,,,,
Jameer Nelson,Orlando Magic,"$8,600,000 ",2010-2011,,,,,
James Anderson,San Antonio Spurs,"$1,361,400 ",2010-2011,,,,,
James Harden,Oklahoma City Thunder,"$4,304,520 ",2010-2011,,,,,
James Johnson,Toronto Raptors,"$1,713,600 ",2010-2011,,,,,
James Jones,Miami Heat,"$1,146,337 ",2010-2011,,,,,
James Jones,Miami Heat,"$1,544,172 ",2010-2011,,,,,
James Posey,Indiana Pacers,"$7,148,800 ",2010-2011,,,,,
Jannero Pargo,Chicago Bulls,"$168,579 ",2010-2011,,,,,
Jared Dudley,Phoenix Suns,"$2,151,068 ",2010-2011,,,,,
Jared Jeffries,New York Knicks,"$316,584 ",2010-2011,,,,,
Jared Jeffries,Houston Rockets,"$5,883,800 ",2010-2011,,,,,
Jarrett Jack,New Orleans Hornets,"$4,600,000 ",2010-2011,,,,,
Jarron Collins,Portland Trail Blazers,"$144,618 ",2010-2011,,,,,
Jarron Collins,Los Angeles Clippers,"$665,244 ",2010-2011,,,,,
Jason Collins,Atlanta Hawks,"$1,223,166 ",2010-2011,,,,,
Jason Kapono,Philadelphia 76ers,"$6,641,440 ",2010-2011,,,,,
Jason Kidd,Dallas Mavericks,"$9,610,500 ",2010-2011,,,,,
Jason Maxiell,Detroit Pistons,"$5,000,000 ",2010-2011,,,,,
Jason Richardson,Orlando Magic,"$14,444,443 ",2010-2011,,,,,
Jason Smith,New Orleans Hornets,"$2,187,913 ",2010-2011,,,,,
Jason Terry,Dallas Mavericks,"$10,373,000 ",2010-2011,,,,,
Jason Thompson,Sacramento Kings,"$2,178,000 ",2010-2011,,,,,
Jason Williams,Memphis Grizzlies,"$524,964 ",2010-2011,,,,,
Jason Williams,Orlando Magic,"$1,352,181 ",2010-2011,,,,,
JaVale McGee,Washington Wizards,"$1,601,040 ",2010-2011,,,,,
Jawad Williams,Cleveland Cavaliers,"$387,535 ",2010-2011,,,,,
Jeff Adrien,Golden State Warriors,"$270,233 ",2010-2011,,,,,
Jeff Foster,Indiana Pacers,"$6,655,000 ",2010-2011,,,,,
Jeff Green,Boston Celtics,"$4,455,988 ",2010-2011,,,,,
Jeff Pendergraph,Portland Trail Blazers,"$762,195 ",2010-2011,,,,,
Jeff Teague,Atlanta Hawks,"$1,476,840 ",2010-2011,,,,,
Jerel McNeal,New Orleans Hornets,"$27,859 ",2010-2011,,,,,
Jeremy Evans,Utah Jazz,"$473,604 ",2010-2011,,,,,
Jeremy Lin,Golden State Warriors,"$473,604 ",2010-2011,,,,,
Jermaine O'Neal,Boston Celtics,"$5,765,000 ",2010-2011,,,,,
Jermaine Taylor,Sacramento Kings,"$780,871 ",2010-2011,,,,,
Jerome Dyson,Oklahoma City Thunder,"$10,000 ",2010-2011,,,,,
Jerry Stackhouse,Miami Heat,"$246,574 ",2010-2011,,,,,
Jerryd Bayless,Toronto Raptors,"$2,292,600 ",2010-2011,,,,,
Joakim Noah,Chicago Bulls,"$3,128,536 ",2010-2011,,,,,
Jodie Meeks,Philadelphia 76ers,"$762,195 ",2010-2011,,,,,
Joe Alexander,New Orleans Hornets,"$110,568 ",2010-2011,,,,,
Joe Johnson,Atlanta Hawks,"$16,324,500 ",2010-2011,,,,,
Joe Smith,Los Angeles Lakers,"$1,352,181 ",2010-2011,,,,,
Joel Anthony,Miami Heat,"$3,300,000 ",2010-2011,,,,,
Joel Przybilla,Charlotte Bobcats,"$7,725,470 ",2010-2011,,,,,
Joey Dorsey,Toronto Raptors,"$854,389 ",2010-2011,,,,,
Joey Graham,Cleveland Cavaliers,"$992,680 ",2010-2011,,,,,
Johan Petro,New Jersey Nets,"$3,250,000 ",2010-2011,,,,,
John Lucas,Chicago Bulls,"$331,704 ",2010-2011,,,,,
John Salmons,Sacramento Kings,"$8,000,000 ",2010-2011,,,,,
John Wall,Washington Wizards,"$5,144,280 ",2010-2011,,,,,
Jon Brockman,Milwaukee Bucks,"$1,000,000 ",2010-2011,,,,,
Jonas Jerebko,Detroit Pistons,"$762,195 ",2010-2011,,,,,
Jonny Flynn,Houston Rockets,"$3,192,000 ",2010-2011,,,,,
Jordan Crawford,Washington Wizards,"$1,042,320 ",2010-2011,,,,,
Jordan Farmar,New Jersey Nets,"$3,750,000 ",2010-2011,,,,,
Jordan Hill,Houston Rockets,"$2,669,520 ",2010-2011,,,,,
Jose Barea,Dallas Mavericks,"$1,815,000 ",2010-2011,,,,,
Jose Calderon,Toronto Raptors,"$9,000,000 ",2010-2011,,,,,
Josh Childress,Phoenix Suns,"$6,500,000 ",2010-2011,,,,,
Josh Howard,Washington Wizards,"$3,000,000 ",2010-2011,,,,,
